age,sex,sentence,url
32,female,2013.7.3 結婚してから５年 パートナーになってから10年経ちました。,https://twitter.com/ikko_mhcinc/status/352427086788571137
33,male,今日の茶臼山高原は晴天で紅葉もきれいで最高のイベント日和です ,https://twitter.com/mafty12/status/1053828644139749376
33,female,再登場のワールドエンド無料単発ガチャったら、やっっっと王子来てくれた！お迎えできた！ささやかで良いので楽しいことたくさんってお祈り通じた？（笑）アニメ早くやらないかなー！,https://twitter.com/hilowmy_/status/1132308291449630720
34,male,悔しいけどこれが今の現実。必ず勉強を重ねて実力をつけ、簿記2級、そしてその後の1級と米国公認会計士を目指します。この悔しさは忘れない。,https://twitter.com/boki2kyuumezasu/status/1127950735151288320
35,male,六段とってからというもの試合の勝率がめっきり落ちてる。加齢のせいか？正しい剣道を心がけているせいか？ とある先生が言われてた、昇段審査の剣道も試合の剣道も同じであるべき。区別していることがおかしい。その境地になるのはいつの日か？？😓,https://twitter.com/u_noji/status/1120647126373941248
35,male,大小山、妙義山ハイキング！風も穏やかで癒されます。,https://twitter.com/Gerimo_k/status/1087517695963160576
36,male,ども！ご無沙汰してます！近くに住んでるので、是非会いましょう。嫁も元気ですよ！,https://twitter.com/tsukken/status/52775860918427649
36,female,こんばんは🌠 お久しぶりです💕 土曜の夜、眠いけど早く寝るの勿体無い気がしますので頑張って起きてみます🤣w,https://twitter.com/nagabokujyo0601/status/1129724544699314176
37,female,結局、学校を選んだ理由はママの勘なのだ＾＾,https://twitter.com/mama_ganba/status/275895068827742208
38,male,ペットは飼った事ないのですが、ネコなんてかわいいなぁと思います ,https://twitter.com/warihadakirei/status/1132243393021599747
39,female,おはようございます🥰 ギュウギュウの2人可愛らしいですね😂❤️ありがとうございます。,https://twitter.com/F88VKXNxay7mGoa/status/1131315042949816321
40,male,愛華ちゃんが敬語かどうかその瞬間、瞬間に決めたらいいよ。愛華ちゃん明らかに上の年齢の人にタメ口きくのはしんどいやろ？,https://twitter.com/terubily/status/669136760740294656
40,male,MOMOKAおすすめのわらび餅、明日のフェスティヴォーで横浜に行くJewelerはジョイナスで買って現場で食べるか、帰りに寄って買うなどしてください！笑 ,https://twitter.com/a_kimberley/status/1132119707740327936
41,female, 応援頑張ってください 熱中症だけは気をつけて！,https://twitter.com/seraR18nana1/status/1132116187431653376
41,male,ノフ衣装、最近現場でしか着れんくなってしもてから、、恥じらいが、、思春期？,https://twitter.com/monoofusatch/status/1130840525412675584
42,female, 是非是非お試し下さい😊 さらに励ましに熱が入るので、最近は常にスキニーとか小さめのシャツを着て、体の線が分かる格好をしてます。 常に姿勢やお腹を意識できるし、一石二鳥でオススメです👍✨,https://twitter.com/dietbbabianco/status/1132284635193331712
43,male,ゴルフしてるこっちの人、いないのかなぁ…,https://twitter.com/masaru27272727/status/1132199287591395329
43,female,おおっ！これは国内航空券の安いところが、すぐに探せて、わかり易い！！利用させていただきますv(￣Д￣)v ｲｴｲ ,https://twitter.com/hiro_hiroc/status/519369147470209024
44,male,日曜日、参戦しました。久々のプロレス観戦でしたが、選手とファンの皆さんの質の高さに驚きました。山形で新日本が試合してくれるのはありがたいですね。次回！参戦できると良いですね！僕も機会があればまた行きたいです。,https://twitter.com/masaranakimoti/status/1130439678652325889
44,female,はい、ミスチル良かったです😆 名古屋も暑かったです💦 ジオさんもお疲れ様でした！身体おつかれだと思うので、ゆっくり休んでくださいね✨,https://twitter.com/kkkyonhpl/status/1132289482353364992
45,female,私のお父さんは酒乱でした。 お酒を飲むと お母さんを 殴っていました。だから 男の人が声を荒らげているのは ものすごく苦手です。 今、旦那がスマホゲームに 熱くなって タブレットを叩きながら 大声をあげています。 ちくしょー！！ムカつく！！ 私に言われているようで とても怖いです。,https://twitter.com/kikilovecat0112/status/1130101027833704448
45,male,小豆島の半生そうめんにハマってます。ちょっと高いけどバカウマ！ネットで買ってます＾＾,https://twitter.com/gogocyarinko/status/1035524673285447680
46,male,今日も西野はキラキラしていて、あっちゃんはギラギラしていた。 そして西野は今日も眠った。,https://twitter.com/shinahiro426/status/1131207352080691200
47,female,双子座影響で軽さが出てきましたねー。やっぱ軽さはいいですね。,https://twitter.com/tsukikarian/status/1131116465732575232
48,male,金融機関等への公的資金注入ですが、すれば納税者のしなければ農林業従事者からの苦情がでるので、その責任は公的資金注入,https://twitter.com/bernoulli9922/status/1129888210551599104
49,female,明日は夫はお仕事！ とらのすけと、２人で、 お仕事道具市！ふがぁ〜！ 気合いだぁ〜！💪🏻,https://twitter.com/naoko555/status/1132261920340185088
50,male,Youtube見てます〜ありがとうございます〜もしよかったらコラボしましょう・・・など退職してから始めて社会をしてしまった😅 ,https://twitter.com/Piropiroyan/status/1130301877839585281
16,female,"LINE書きすぎちゃった許してね🥺
これから3年間部活でも仲良くしてね🥰
夏祭り行こね🙆‍♀️🙆‍♀️🍧💕 ",https://www.instagram.com/p/Bx526JPgGJz/
16,male,"臣がUNKNOWN METROPOLIZでかけてた
clair de lune風のサングラス似合ってるぜ！",https://www.instagram.com/p/Bx4pHOVHMu8/
17,female,ひと足お先にセブンティーンにならせていただいた🌷﻿,https://www.instagram.com/p/Bx5uZaxHiEG/
17,male,"もう水と塩抜いたら完成しそうやけど、まだまだ甘いんやろな。
有酸素入れんのは残り3ヶ月からやしまだまだ絞れる。はず。",https://www.instagram.com/p/BxpPyX1glLj/
18,female,"私のだいすきな先輩❤︎
2人ともお顔が美しくて、ずっと可愛いが止まらない
ほんっとに優しい、また会いたいなぁ",https://www.instagram.com/p/Bx58lSoB3td/
19,male,"写真をあさっていたら、高校の時の部活の写真が出てきたー！

ハンドボール部に入っていました！

試合の後と合宿の時の写真懐かしい☺

あの頃は打ち込むものが何かしらあって、良かったけど、
今はこれといって打ち込むものがない気がする😭 
リスクを恐れずに行動して、自分が本当にしたいことを探します🔥🔥🔥",https://www.instagram.com/p/BxxMgVGgWYo/
20,female,"月曜日お誕生日の上村君にサプライズで🐭
地震でアトラクションほぼ乗れなかったけど楽しかった！！
プーさんのハニーハントはまた乗ろう🍯
明日も楽しみにしててね😳",https://www.instagram.com/p/Bx4ykXznyQw/
21,male,"今日は、ちひろさんチームの集まりでした！

意識高い仲間とこれからの目標について熱く語りました🔥🔥🔥 学校の課題とかで忙しくて、モチベが下がっていましたが、バク上がりしました！

クルーズ旅行行けるように頑張ります！",https://www.instagram.com/p/Bx45pvdAX6a/
21,female,なにこのプリクラ可愛いすぎる。娘たち。本当に可愛い。プリクラじゃなくても可愛いのになにこれ。ｱﾝﾅの着てる服も好き。GUのサンダルままも色違いで持ってる。あーもー可愛い。ﾗｳﾞ,https://www.instagram.com/p/Bx6JL1fAx5M/
22,female,"今年もお祝いしてもらった✩ ༘*
一緒に居るとほんとに楽しい😊 
いつも楽しませてくれてありがとう🍀
今年1年、実習とか国試とか大変だけど頑張って乗り切る!!!
支えてくれる人がいるってほんとに心強い。
沢山のお祝いの言葉くれた友達、先輩、
美味しい料理を作ってくれたテラさん ありがとうございます☆ これからもよろしくお願いします😆",https://www.instagram.com/p/Bx4jDn4Jadw/
22,male,"5月25日。22歳になりました！
写真は1人でNY旅に行った時のです
まあ何が言いたいかと言うと
環境が変わり3年経とうとしてるけど
挑戦する気持ちは忘れずにいこう
という事で22歳も頑張ってこー！🔥
.
.
家族友達仲間皆んなに感謝してます
ありがとうございます。
これからもよろしくお願い致します🙇",https://www.instagram.com/p/Bx5Hm8KApS-/
23,female,急遽すぎるところも てきとーなところもだいすき◎,https://www.instagram.com/p/Bx2AHcqJ1lc/
23,male,"光祐のバースデー旅行１日目は兵庫🎉
各観光地を訪れるたびに
光祐のピン写真を撮ろうとすると、
「綾花と一緒がいい🥺」って
一々うるさかったなあ…",https://www.instagram.com/p/BxxM2QzgoTp/
24,female,"最近私に感化されてインスタ映えの写真撮るようになってる📷✨
次ランド行きたいっ😂💕
待ち時間は短い時がいいなぁー。変な動画撮っちゃうから😳笑笑",https://www.instagram.com/p/Bx4xdq5HlWv/
24,male,"本当の失敗とは。
今日は本当の失敗について、考えてみました。

失敗をしないために、避けるために、どうします？ 「行動をしないのが一番」そう考える人がほとんどでしょう。

だって行動しなかったら、確実に失敗を避けれるじゃないですか。

でも、それは僕は違うと思います。

本当の失敗は「何にもしない事」だと思います！

何もしなければ何も起きないのではなくて、何かをしないと、何かを得られないから、失敗なんです！
行動しなければ、経験もゼロですし、人生という、貴重な時間を無駄にしています。
なので、とにかく、行動してみませんか？

結果なんて、関係ないんですよ(^^) もし、行動して、失敗したら、失敗という結果が得られる。失敗によって、失敗の理由を発見できるんだから、一つの成長だと思いますよ(^^) 何をしたらいいか、分からない人は、新聞、雑誌、本、携帯でいいので、読んでみて！
そうすると、新しい情報が得られる→自分に変化が生まれる。

それが嫌なら、散歩してみて下さい！
そうすると→体力の維持に繋がる
色んな景色が見えて#気分爽快になりますよ

何か行動することで「何もしない」という失敗を避けられます。 失敗をしないために、何か行動する。

大事な事なのでもう一度言います。 失敗をしないために、何か行動する",https://www.instagram.com/p/Bxw6BACDWat/
25,female,"令和元年 ５月２４日 入籍いたしました❤️
.
みんなからもお祝いされて幸せすぎ😂💓
これからも末永くよろしく✨
同棲してるし生活はなんら変わりないけど
子供できるまでは2人の時間
大事にして楽しく生きていこ😎✌️",https://www.instagram.com/p/Bx3Yk01FiAl/
25,male,"けいすけと～😆💕✨
大介の2つ上～😆💕✨",https://www.instagram.com/p/Bxozl_-F34o/
26,male,"全然嬉しくない歳やし、日に日に老いを感じてく今日この頃やけど、やっぱり誰かに祝ってもらえるって最高ですね😆😆﻿
﻿
何から何までありがとうね💗💗﻿
最高の一日でした！！﻿
次は倍返しで祝うね😍😍﻿
﻿
プレゼント大切に使います😘😘﻿",https://www.instagram.com/p/Bx2Oa1fgNet/
26,female,"4月5月も楽しいことたくさんだったなあ🤭❤️ お出掛けもたくさんして、BBQもたくさんして🥺👍 夏もたくさん遊ばんといけんなあ🤗💕 蘭さんがもうすぐ2歳😳🙌
早いよ〜😭🙌
寂しい😩
もう赤ちゃんじゃない😨
最近はわがまま炸裂の悪さばっかりするよ😂
あんなに手のかからん子だったのに🤭笑
これからの成長が楽しみね🥺💕 仁空は相変わらず毎日喧嘩！笑
ぎゃーぎゃー賑やかです！！ 3人の育児に仕事に家事、バタバタの毎日だけどゆうさんの協力もありーのでなんとか乗り越えてる🤭❤️笑

これからも楽しいことたくさんしようね🤩",https://www.instagram.com/p/Bx3Wlu5FYvn/
27,female,"使いやすいお箸っていいね！
ところで、あの海外のお姉さん達は無事に目的地にたどり着けただろうか？",https://www.instagram.com/p/Bx4oHd8B_w0/
28,male,"イメチェンしました。こんばんわ。
今日の札幌暑すぎ🔥 コンサドーレは引き分けで残念だった。",https://www.instagram.com/p/Bx4o-cslTIv/
29,male,"20代ラストシーズン‼️ 突っ走ります^_^

お祝いのコメントやメッセージ、直接ご連絡くださった方、ありがとうございます😊

さてさて、、、 明日はノアフットサルステージ横浜にて定期開催している、ヤマガタクリニックがあります^_^

ワイワイ楽しく、小学生から大人まで楽しめるようメニューです！

お時間ある方、ぜひご参加ください^_^",https://www.instagram.com/p/BxpReNZBiOK/
29,female,"昨日は
誕生日当日に
主役に運転させて
ららぽーと湘南平塚までショッピング❁.*･ﾟ
.
.
またまた
自然と同じものを手にして
同じものを買って…
毎度のことで
もうなんにも思わなくなった☺︎笑
いったいいくつオソロがあるんだろうか…笑
.
.
.
やっちゃんは
早速ショプバッグに入って遊んでるし…笑",https://www.instagram.com/p/BxhPHqWnp2t/
30,female,"今日はハンバ-グ💕
お嬢もお手伝いしてくれた-!!
チ-ズインチ-ズオン
お嬢の食べる量が...
よく食べる🙉🙈ｷｬ──
ダイエットのためあきらは豆腐バ-グ🤣",https://www.instagram.com/p/BvOhrzNgmlZ/
31,male,"彼女から誕生日プレゼントを貰いました🎁！😭😭😭
嬉しい恥ずかしいOn My Heartって感じです👍
これから一人でピクニックに向かいまーす😃",https://www.instagram.com/p/Bxyd_0QnmME/
31,female,"今日のご飯入れたのと
ふりかけ かけたのは旦那です👨🏻",https://www.instagram.com/p/Bxs-ASPlKmQ/
32,male,"先週は、振休で平日がお休みだったので、子どもたちが学校に行っている数時間の間に、出産後初めてのデート😊💓
.
といってもRiaがいるので、妻の両親が営むレストランへランチデート☺️✨
.
そして、Riaとの初めてのツーショット（笑）
.
自分の写真ですが、幸せそうなやつです🤣💕",https://www.instagram.com/p/Bx4v5FMps7I/
32,female,"動画もあります！！！
今日は、友香ちゃんとディズニーシーに来てま～す(^_-)-☆
ディズニーシーに行く度に大好きになります♡♡♡
ディズニーシー最高＼(^O^)／
次は、ディズニーランドに行きたいな～(^з^)-☆",https://www.instagram.com/p/BxowXbpl0Oz/
33,female,"あらたに二の腕が気になり中！
なかなかのたくましさ🦍✨
けど上半身トレーニング苦手💔
肩を大きくしたくないし…
ちょっと勉強しなくちゃな💦",https://www.instagram.com/p/Bvs-JsEn3vn/
34,female,"お風呂に入りなさいね〜と言ってから脱衣所で早10分近くゴソゴソしている…﻿
﻿
『何だ❓』﻿
心配になり覗くと…﻿
﻿
息子→ビクッ‼️﻿
私→『何しとん❓風邪引…🤣🤣🤣』﻿
息子→『ごめん🙏こっそり使ってしもうた(´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀)』﻿
私→『したげるがな🤣🤣🤣』﻿
﻿
どうもやり方がわからなかったようでこっそりミッションは失敗に終わりました🤣🤣🤣﻿",https://www.instagram.com/p/Bx01UMllWuP/
34,male,"家族写真⭐️❤️
こんなのされたのはじめて😭
ほんとーーにありがとう！！！
親からのお手紙、兄貴からのお手紙、そして昔の写真で作ったバースデーケーキどれも💯です❗️❗️
こんなに喜ばせることが出来たみんななら心配いらないかもな〜
誰かの誕生日を祝う時と同じ気持ちで接客すれば必ずお客様は喜んでくれてそこに
#満足を超える感動がうまれる
からね❤️
ほんとーーーに
ほんとーーーに
みんなありがとう！！
そして、おかん、おにいありがとう！！大切にします！！
色々準備してくれたみんなも本当にありがとう！！！
愛してる😘
EVOKE TOKYO を作って出逢えた仲間、家族にそしてお客様に感謝を忘れず34歳も我武者羅に全力で走り抜けたいと思います。
皆さま今年一年も宜しくお願い致します🙋‍♂️",https://www.instagram.com/p/Bxq8P3aHxB2/
35,male,"何かいい結婚式だったなー✨
みんなから必要とされてる人間は幸せになるね👏",https://www.instagram.com/p/BkIGPJVF3uO/
36,female,"昨日はわぴ＆だーの誕生日🎂
もう5歳だってー早い😭
毎年寂しく思う、子離れできない私。笑
でも今年から幼稚園行きだして、たくましく成長してるな～って感じることが多い✨
頑張りすぎて、潰れないように気をつけて見てあげないとなぁ。

ケーキ6号注文したら、めっちゃでかくてビックリ！
イチゴ20個以上使ってるよね😍
贅沢なり💗
アツヒロのチョコ生ケーキやっぱ１番好き💗

あおりんは全然写真に写ってくれず～。笑
来週、中間テストやし気持ちが焦ってるみたい💦
やれるだけ、やるしかない💪
スマホ欲しいし必死なんやけど、もし万が一、点数良くても今のあおりんにスマホ持たせたらどうなるか見えてるし、与えるわけにはいかない～と密かに思っている。😰",https://www.instagram.com/p/BxyjJKJp4di/
37,male,"1人ファミレスで﻿SNOWして遊ぶ
37歳おじさん😉✨ ",https://www.instagram.com/p/BtdUqZ5njOH/
37,female,1階リフォーム完成に向けて、芽留と二人暮らし。だんだんと、順調に。自分の時間をたっぷり持てるって素晴らしいい！,https://www.instagram.com/p/BktXFo-AbfE/
38,male,"腹筋の線が前よりはっきりしてきた気がする
10/14の単独までにもう少し絞りたい
単独のチケット欲しい人は言ってください",https://www.instagram.com/p/BoMhVKoHiVW/
38,female,"二度見してガッチリ掴む。
(誇らしげな顔で)

これ買わんとBBAの名が廃る！
(鼻息荒めで)",https://www.instagram.com/p/BLnfTeuj73C/
39,female,"2人とも可愛くて優しくて﻿
ホント癒されるわ〜🥰✨✨﻿
﻿
﻿
リリカちゃんとゆうりちゃんボディに﻿目が釘付け💕﻿
(みんなも絶対に見ちゃうでしょ？このオーラ✨✨) ﻿
﻿
さて、Rumiちゃんの15年間の歴史。﻿
﻿
振り返ってみると私もほとんど知ってて﻿
胸が熱くなる場面がたくさんあったな💕﻿
﻿
﻿
Rumiちゃんからオフィシャルの写真が﻿
もらえるみたいなので、﻿
本人のステキな姿はまた後で🤫
﻿
﻿
そしてヘアメイクの﻿
@kobatoshino 
の働く姿も何年ぶりに見れて﻿
eggの頃から知ってる大好きな人の﻿
仕事してる姿って好きだな💕と再確認。﻿
﻿
﻿
﻿Rumiちゃんの活躍が楽しみ✨✨
これからも近くで応援させてね🥰﻿
﻿",https://www.instagram.com/p/Bwl8snKHtyf/
39,male,"有酸素運動が足りないのでホームでRITMOS&FIGHTDO
RITMOSは、今回の曲2回目😅60分
何とかついて行くので精一杯😓
FIGHTDOは、ハスキーボイスなOTさん🤣45分
バックナンバーミックスは楽しい♪
FESTAまで約1カ月！
楽しみで仕方ない😊
明日は娘の運動会👟応援頑張ります😄
",https://www.instagram.com/p/Bx2D81JhL3-/
40,male,"今の仕事する前だから丁度６年前の
35歳の自分😂
この頃は血圧も上118下70くらいで体のキレも抜群だった✌️
今は高血圧でキレもあまり良くない。
改善するためある程度の食事節制 摂生❔
真剣に考えざる終えない😂
今はアラフォーの40歳ホントに色々一気にきやがった😭
この頃までの体に戻すのはムズいけど少しでも近づくように意識する。",https://www.instagram.com/p/Bx4ZsoGAQgL/
41,female,"誰か、ゼクシィ♡いりません？www
",https://www.instagram.com/p/BFJDADMiN3p/
42,male,"皆様いかがお過ごしでしょうか😊
本日の僕は専属キャメラマンと奥久慈男体山にハイキングデートでした😍
本当は丹沢山に仲間と行く予定だったのですが、天候に不安があって中止に…🥺隊長、ナイス判断でしたよ👍🏼きっと強行していたら雪解けのチョコレートフォンデュな登山道を登る羽目になってドロドロ地獄を味わうところでした😭こういう時の判断って凄く難しいですよね。勉強になります😊
んで、山不足を解消するための奥久慈男体山ということです💕ゆっくりと観察しながらのハイキング。普段は訓練でしか来ない奥久慈ですが、たまにはゆっくりするのもイイですね😋",https://www.instagram.com/p/BwOsiidnB5p/
43,female,"髪、かなりのびました。パーマかけました✨
*
*
毎日 Tシャツとビーサンのゆるゆる南国生活🏝ですが
清潔感と適度なキチンと感は大切🤔
髪と肌と歯の健康は 大切にしようと思います✨✨✨
*
*
*
東京にいた頃のように着飾ることも無くなり
毎日 紫外線を浴びまくり
40代半ばでそれなりに体型もゆるみ
*
でも、マレーシアの空気はとても心地良く
それはそれで 笑顔の多い毎日😊❤️",https://www.instagram.com/p/Bulu-84Azt-/
44,male,"華の94同期会！！
みんな変わってるようで全然変わってないな！
良く店で会ってる奴もおるし20年ぶりに会う奴もってめちゃめちゃ盛り上がったな笑
指導員も元気そうでなによりでした😄
",https://www.instagram.com/p/Bx6l1WHnYYf/
45,female,"春らし色のミントグリーンは、
まずはワンピースから。ベルトも同じ色で付いてましたが、
白ベルトと合わせてみました。
今年の春色、ペールカラー、すごく好き◡̈⃝︎",https://www.instagram.com/p/BwMbygdlW4a/
46,male,"sea🌊に合うタンブラーありがとう⛱️
この色合いサイコー🌴⤴️⤴️
これからの愛用品だね👍

自称summerスニーカー👟夏っぽい⛱️ ",https://www.instagram.com/p/BxydG2xhtdE/
47,male,"今日のワタクシ。
昨日に引き続き今日も農民新してます。
農作業もお洒落じゃないとね。
そして日焼け止めをゴテゴテに塗りまくり。",https://www.instagram.com/p/Bx1GTKlJEEb/
48,female,"アンリアレイジの
でかでかＴシャツ
ワンピース
なんだろう？
レギュラ古着も
ヴィンテージも
アンティークスも
其々に大好きなん
ですが
やはり
色んな服が
好き
毎日風向き
変わるのです💕
自分は自分
他人は他人
分かっているが
気持ちの量が多くて
少なくて
バランスぐらぐら
誰も悪くないのに
ちょい哀しくて
そーゆー日でした
でも
暖かいコトも
山の息吹きのよに
たーくさんあった
今朝は柔らかな
優しい雨で
良かった
なんか
とにかく
感謝いろいろ
",https://www.instagram.com/p/BxsvkwRB0d_/
49,male,"昨日は長時間労働だったので、少し早めではないけど💦
筋トレしてきました✨
最近は肩肩肩…肩を細々育ててますが、まだまだですね😖
とにかく自分のなで肩を解消したいので地道に頑張っていきます💨",https://www.instagram.com/p/BwW80Wfn6_Z/
50,male,"お疲れ様( •̀ᴗ•́ )/ 今日は子供の運動会の人も多かったそうね！

僕は近くの動植物園で年間パスポート買っちゃったよぉ🐻💕 月に1度位は行くよぉー（笑）

疲れたからゆっくり休んでね！
",https://www.instagram.com/p/Bx4No0xBwS5/
16,female,待ちなうー。はやくしてえ(｀_´)♡明日だよ！テスト！（笑）,https://twitter.com/aaa1uvya/status/308072165037703168
16,female,だめだなーほんと。自分に笑っちゃう( ˆoˆ )あは,https://twitter.com/aaa1uvya/status/307838696407855104
16,female,やばい。前のTemple run並にハマった( ˆoˆ )食わず嫌いに相葉ちゃんだあー！多部ちゃんかわいい♡♡,https://twitter.com/aaa1uvya/status/307098570031517696
16,female,6時間さすがにつらかった(；＿；)下半身ほぼ痛いー。最近源氏パイとかホームパイはまってる♡♡ただのデブ（笑）,https://twitter.com/aaa1uvya/status/305643946158198784
17,female,"5.17 令和元年LJK最後の体育祭🔥
今までで1番楽しかった体育祭でした！
援団最高に楽しかった！😭😭
もらい泣きしました大好きです（ ;  ; ）
まほかや有難う🥺♥️
写真撮ってくれた人有難う〜！！
久々のTwitter投稿でした(笑)",https://twitter.com/1103Wakawaka/status/1129749142287335424
17,female,まってうけるやらかし〜,https://twitter.com/1103Wakawaka/status/1105445942021435392
17,female,バイトだから予定入れなかったのに！！！,https://twitter.com/1103Wakawaka/status/1094790637830889472
17,male,ＧＷの客って生殖機能だけ発達した猿しかいないね,https://twitter.com/bdhhvdjx/status/1124670259347087360
17,male,何年振りかにハンターハンターのアニメ見てる,https://twitter.com/fumibasket13/status/511915291723313153
17,male,ただてさえ疲れてるのに保谷駅から歩いて帰りとか鬼だわ…,https://twitter.com/fumibasket13/status/498830247064653824
17,male,明日ジム行こうか悩む(-_-;),https://twitter.com/fumibasket13/status/497747257676943362
17,male,"久しぶりに良いことがあった♪
最近やなこと続きだっただけにすげー嬉しい！",https://twitter.com/fumibasket13/status/483643827505209344
17,male,1日中眠くて何も手につかない(￣ー￣),https://twitter.com/fumibasket13/status/470141704800976896
18,female,I would like to congratulate you on your exciting news😍😍😍✨,https://twitter.com/miurariku1217/status/1121785322726014976
18,female,🤩🤩🤩,https://twitter.com/miurariku1217/status/1116103992621195264
18,female,世界選手権のスイハンのインタビューを見て、初めて中国語勉強しよって思った👩‍🎓,https://twitter.com/miurariku1217/status/1113448958976679936
18,male,"学校の自販機におつり忘れた…
もったいね～(;_;)",https://twitter.com/1130Thn/status/332804117762301952
20,male,洗濯機の裏に眼鏡落とした,https://twitter.com/univ_mtms/status/742130115497201664
20,male,"明けましておめでとうございます
目標なんて立ててもどうせ正月終わる頃には立てたことすら忘れてるから目標は立てない
適当にやっていくので皆様今年もどうぞよろしく",https://twitter.com/univ_mtms/status/682581387182915584
21,female,"21歳になりました。
20歳はすぐ終わってしまったね。
まぁ21歳になっても今まで通り生きてくのでよろしくお願いしますね。😈",https://twitter.com/mito_sinobu/status/1022305849774026752
21,female,"ぺろの家へ。
めっちゃご飯作ってくれた、姉。
実は年上なの忘れてたよね👶🏼",https://twitter.com/mito_sinobu/status/1127959837650743296
21,female,カムバックわし。,https://twitter.com/mito_sinobu/status/1109442071373373440
21,female,"日曜日は、旦那をバイクの後ろに乗っけてニケツしながら、サザンのコンサートにいってきました😏
がらくたツアーに続いて二回目の参戦🎉✨😆✨🎊

帰り道ずっと後ろでるんるん歌ってて楽しかった(笑)
買ってもらったステッカーバイクに貼らなくちゃ！",https://twitter.com/yururupoyoyo/status/1131223753159917568
22,female,"ODD SAFARI楽しかった〜〜デニムス兄さんありがとう！大阪ありがとう！みんなかっこよかったな〜〜
カメラフォルダ見たけど今日撮ったのアサノケンジだけだったわ",https://twitter.com/______mmk______/status/1132280789167534080
22,female,わたくし来週のタモリ倶楽部にでます,https://twitter.com/______mmk______/status/1132088265601761281
22,female,ありがとうございました！楽しかった〜〜〜〜〜,https://twitter.com/______mmk______/status/1130339697681547264
